index,true_labels,predicted_labels,model_output
989,[],[],“Other”
990,[],[],Other
991,[],[],“Other”
992,[],[],“Other”
993,[],[],“Other”
994,[],[],“Other”
995,[],[],“Other”
996,['Contract by using'],['Contract by using'],“Contract by using
997,[],['Unilateral termination'],“Unilateral termination”
998,[],[],“Other”
999,['Unilateral termination'],['Arbitration'],Arbitration
1000,[],[],“Other”
1001,[],[],“Other”
1002,[],[],“Other”
1003,['Unilateral change'],[],“Other”
1004,[],[],“Other”
1005,['Contract by using'],[],“Other”
1006,[],['Contract by using'],“Contract by using”
1007,[],['Arbitration'],Arbitration
1008,[],[],“Other”
1009,[],[],“Other”
1010,[],[],“Other”
1011,[],[],“Other”
1012,[],[],“Other”
1013,[],['Arbitration'],Arbitration
1014,[],[],Other
1015,[],[],“Other”
1016,[],[],Other
1017,[],[],“Other”
1018,[],[],“Other”
1019,['Limitation of liability'],[],“Other”
1020,[],[],“Other”
1021,[],[],“Other”
1022,[],[],“Other”
1023,[],[],“Other”
1024,[],[],“Other”
1025,[],[],“Other”
1026,[],[],“Other”
1027,[],[],“Other”
1028,[],[],“Other”
1029,[],['Limitation of liability'],“Limitation of liability”
1030,[],[],“Other”
1031,[],[],“Other”
1032,[],[],“Other”
1033,[],[],“Other”
1034,[],[],“Other”
1035,[],[],“Other”
1036,[],[],“Other”
1037,[],[],“Other”
1038,[],[],“Other”
1039,[],[],“Other”
1040,[],[],“Other”
1041,[],[],Other
1042,[],['Arbitration'],Arbitration
1043,[],['Arbitration'],Arbitration
1044,[],[],“Other”
1045,[],[],“Other”
1046,[],['Arbitration'],Arbitration
1047,[],[],Other
1048,[],['Content removal'],“Content removal
1049,['Content removal'],['Arbitration'],Arbitration
1050,[],[],Other
1051,[],[],“Other”
1052,[],[],“Other”
1053,[],[],“Other”
1054,[],[],“Other”
1055,[],[],“Other”
1056,[],[],“Other”
1057,[],[],Other
1058,[],[],“Other”
1059,[],['Limitation of liability'],“Limitation of liability”
1060,[],['Limitation of liability'],“Limitation of liability”
1061,[],[],“Other”
1062,[],[],“Other”
1063,[],[],“Other”
1064,['Unilateral change'],['Jurisdiction'],Jurisdiction
1065,[],[],“Other”
1066,[],[],“Other”
1067,[],[],“Other”
1068,[],[],“Other”
1069,[],[],“Other”
1070,[],[],“Other”
1071,[],[],Other
1072,[],[],“Other”
1073,[],[],“Other”
1074,[],['Limitation of liability'],“Limitation of liability”
1075,[],[],“Other”
1076,[],[],“Transfer”
1077,[],[],“Other
1078,[],[],“Other”
1079,[],[],“Other”
1080,[],[],“Other”
1081,[],[],“Other”
1082,[],[],“Other”
1083,['Limitation of liability'],['Arbitration'],Arbitration
1084,['Limitation of liability'],['Limitation of liability'],“Limitation of liability”
1085,['Limitation of liability'],['Jurisdiction'],Jurisdiction
1086,[],[],“Other”
1087,['Limitation of liability'],['Unilateral change'],“Unilateral change”
1088,['Limitation of liability'],[],“Other”
1089,[],[],“Other”
1090,[],['Arbitration'],Arbitration
1091,['Choice of law'],['Contract by using'],“Contract by using”
1092,[],[],“Other”
1093,['Arbitration'],['Arbitration'],Arbitration
1094,[],['Arbitration'],Arbitration
1095,[],[],Other
1096,[],['Arbitration'],Arbitration
1097,[],[],“Other”
1098,[],[],“Other”
1099,[],['Arbitration'],Arbitration
1100,[],[],“Other”
1101,[],[],Other
1102,[],[],Other
1103,[],['Jurisdiction'],Jurisdiction
1104,[],[],“Other”
1105,[],[],“Other”
1106,[],[],“Other”
1107,[],[],“Other”
1108,[],['Arbitration'],"Arbitration
"
1109,[],['Contract by using'],“Contract by using”
1110,[],[],“Other”
1111,[],[],“Other”
1112,[],[],“Other”
1113,[],[],“Other”
1114,[],[],Other
1115,[],['Contract by using'],“Contract by using”
1116,[],[],“Other”
1117,[],['Unilateral change'],“Unilateral change”
1118,['Contract by using'],['Contract by using'],“Contract by using
1119,['Contract by using'],['Contract by using'],“Contract by using
1120,[],[],Other
1121,[],[],“Other”
1122,['Contract by using'],[],“Other”
1123,[],[],“Other”
1124,[],[],“Other”
1125,[],[],“Other”
1126,[],['Contract by using'],“Contract by using”
1127,[],[],“Other”
1128,[],[],“Other”
1129,[],[],“Other”
1130,[],[],“Other”
1131,[],[],“Other”
1132,[],[],Other
1133,[],[],“Other”
1134,[],[],“Other”
1135,[],[],“Other”
1136,[],[],“Other”
1137,[],[],“Other”
1138,[],[],“Other”
1139,[],[],Other
1140,['Unilateral change'],[],“Other”
1141,['Unilateral change'],[],“Other”
1142,['Contract by using'],[],“Other”
1143,[],[],“Other”
1144,[],[],“Other”
1145,[],[],Other
1146,[],[],Other
1147,[],[],“Other”
1148,[],[],Other
1149,[],[],“Other”
1150,[],[],Other
1151,[],[],“Other”
1152,[],['Limitation of liability'],“Limitation of liability”
1153,[],['Content removal'],“Content removal
1154,[],[],Other
1155,[],[],Other
1156,[],[],“Other”
1157,[],[],Other
1158,[],[],Other
1159,[],[],“Other”
1160,[],[],“Other”
1161,[],[],“Other”
1162,[],[],“Other
1163,[],[],“Other”
1164,[],[],“Other”
1165,[],[],“Other”
1166,[],['Content removal'],“Content removal”
1167,[],[],“Other”
1168,[],[],“Other
1169,[],[],“Other”
1170,[],[],“License
1171,[],[],“Other”
1172,[],[],“Other”
1173,[],[],“Other”
1174,[],[],“Other”
1175,[],[],“Other”
1176,[],[],“Other”
1177,[],[],“Other”
1178,[],[],Other
1179,[],[],“Other”
1180,[],[],“Other”
1181,[],[],“We guarantee Evernote will not allow you to use our software in any way that violates these terms.”
1182,[],['Arbitration'],"Arbitration
"
1183,[],[],“Other”
1184,[],[],“Other
1185,[],[],“Other”
1186,[],[],“Other”
1187,[],[],“Other”
1188,[],[],“Other”
1189,[],[],“Other”
1190,['Content removal'],['Arbitration'],Arbitration
1191,[],[],Other
1192,[],[],Other
1193,[],['Contract by using'],“Contract by using”
1194,[],[],“Other”
1195,[],[],Other
1196,['Unilateral change'],[],“Other”
1197,[],[],“Other”
1198,['Unilateral change'],[],“Other”
1199,[],[],“Other”
1200,['Limitation of liability'],[],“Other”
1201,['Limitation of liability'],['Limitation of liability'],“Limitation of liability”
1202,[],[],“Other”
1203,[],[],“Other”
1204,[],[],Other
1205,[],[],“Other”
1206,[],[],“Other”
1207,[],['Contract by using'],“Contract by using”
1208,[],[],Other
1209,[],[],“Other”
1210,[],[],“Other”
1211,[],[],Other
1212,[],[],“Other”
1213,[],[],“Other”
1214,[],[],“Other”
1215,[],[],“Other”
1216,[],[],“Other”
1217,[],[],“Other”
1218,[],[],“Other”
1219,[],[],“Other”
1220,[],[],“Other”
1221,[],[],"“We will remove infringing content, and we will take other appropriate steps to address copyright or other intellectual property violations.”"
1222,[],[],“Other”
1223,[],['Content removal'],“Content removal”
1224,[],[],“Other”
1225,[],[],“Other”
1226,[],[],“Other”
1227,[],[],“Other”
1228,[],['Content removal'],“Content removal
1229,[],[],Other
1230,[],['Contract by using'],“Contract by using”
1231,[],[],“Other”
1232,[],[],“Other”
1233,[],[],Other
1234,[],[],“Deactivation”
1235,[],[],“Other”
1236,[],['Unilateral termination'],“Unilateral termination”
1237,['Unilateral termination'],['Arbitration'],Arbitration
1238,[],['Arbitration'],Arbitration
1239,[],[],“Other”
1240,[],['Unilateral termination'],“Unilateral termination”
1241,[],[],“Other
1242,[],[],“Other”
1243,[],[],"“Other"""
1244,[],[],“Other”
1245,[],[],“Other”
1246,[],[],“Other”
1247,[],[],Other
1248,[],[],“Other
1249,[],[],“Other”
1250,[],[],“Other”
1251,[],[],“Other”
1252,['Limitation of liability'],[],“Other”
1253,[],[],“Other”
1254,[],[],Other
1255,[],[],Other
1256,[],[],“Other”
1257,['Limitation of liability'],['Arbitration'],Arbitration
1258,[],[],“Other”
1259,[],[],“Other”
1260,[],['Limitation of liability'],“Limitation of liability
1261,[],[],“Other”
1262,[],[],Other
1263,[],[],“Other”
1264,[],[],“Other”
1265,[],[],“Other”
1266,[],[],“Other”
1267,['Limitation of liability'],[],“Other”
1268,[],[],“Other”
1269,['Limitation of liability'],[],“Other
1270,[],[],“Other”
1271,[],[],“Other”
1272,[],['Limitation of liability'],“Limitation of liability”
1273,[],[],Other
1274,[],[],Other
1275,[],[],Other
1276,[],[],Other
1277,[],[],“Other”
1278,[],[],Other
1279,[],[],Other
1280,[],[],Other
1281,[],[],Other
1282,[],[],Other
1283,[],[],“Other”
1284,[],['Jurisdiction'],Jurisdiction
1285,[],['Arbitration'],Arbitration
1286,[],[],“Other”
1287,[],[],“Other”
1288,[],[],“Other
1289,['Choice of law'],['Contract by using'],“Contract by using”
1290,['Choice of law'],['Contract by using'],“Contract by using”
1291,['Choice of law'],['Contract by using'],“Contract by using”
1292,[],[],“Other”
1293,[],[],“You should consult with a legal professional.”
1294,[],[],Other
1295,[],[],“Other”
1296,[],[],“Other”
1297,[],['Arbitration'],Arbitration
1298,[],[],“Other”
1299,[],[],“Other”
1300,[],[],“Other”
1301,['Jurisdiction'],['Jurisdiction'],Jurisdiction
1302,['Jurisdiction'],['Jurisdiction'],Jurisdiction
1303,['Jurisdiction'],['Choice of law'],“Choice of law
1304,['Jurisdiction'],['Jurisdiction'],“Jurisdiction”
1305,['Jurisdiction'],['Jurisdiction'],“Jurisdiction
1306,['Jurisdiction'],['Jurisdiction'],“Jurisdiction
1307,[],['Arbitration'],Arbitration
1308,[],['Arbitration'],Arbitration
1309,[],[],“Other”
1310,['Arbitration'],['Arbitration'],Arbitration
1311,[],[],“Other”
1312,[],[],"“Other"""
1313,[],['Arbitration'],“Arbitration”
1314,[],['Arbitration'],“Arbitration”
1315,[],['Arbitration'],Arbitration
1316,[],['Arbitration'],Arbitration
1317,[],[],“Other”
1318,[],['Arbitration'],“Arbitration”
1319,[],['Arbitration'],“Arbitration”
1320,[],['Arbitration'],“Arbitration”
1321,[],['Arbitration'],“Arbitration”
1322,[],['Arbitration'],Arbitration
1323,[],[],“Other”
1324,[],['Arbitration'],“Arbitration”
1325,[],['Arbitration'],Arbitration
1326,[],[],“Other”
1327,[],[],Other
1328,[],['Arbitration'],Arbitration
1329,[],['Arbitration'],Arbitration
1330,[],[],“Other”
1331,[],['Arbitration'],“Arbitration”
1332,[],[],“Other”
1333,[],[],“Other”
1334,['Limitation of liability'],[],“Other”
1335,[],[],“Other”
1336,[],[],Other
1337,[],['Arbitration'],Arbitration
1338,[],[],“Other”
1339,[],[],Other
1340,[],[],Other
1341,[],['Contract by using'],“Contract by using”
1342,[],[],“Other”
1343,[],[],“Other”
1344,[],[],“Other”
1345,[],[],“Other”
1346,[],[],“Other”
1347,[],['Contract by using'],“Contract by using”
1348,[],[],“Other”
1349,[],['Contract by using'],“Contract by using”
1350,['Contract by using'],[],“Other
1351,[],[],“Other”
1352,[],[],“Other”
1353,[],['Jurisdiction'],Jurisdiction
1354,[],['Jurisdiction'],Jurisdiction
1355,[],[],“Other”
1356,[],[],“Other”
1357,[],[],“Other
1358,[],['Arbitration'],“Arbitration”
1359,[],['Arbitration'],Arbitration
1360,[],[],Other
1361,[],[],“Other”
1362,[],[],Other
1363,[],[],“Other”
1364,[],[],“Other”
1365,[],[],“share any of your data with anyone.”
1366,[],[],“Other”
1367,[],['Arbitration'],Arbitration
1368,[],['Limitation of liability'],“Limitation of liability”
1369,[],['Unilateral change'],“Unilateral change”
1370,[],['Unilateral change'],“Unilateral change”
1371,[],[],“Manipulation of Price”
1372,[],['Content removal'],“Content removal
1373,[],[],“Other”
1374,[],['Unilateral change'],“Unilateral change”
1375,[],['Content removal'],“Content removal
1376,[],['Content removal'],“Content removal”
1377,[],['Arbitration'],Arbitration
1378,[],['Content removal'],“Content removal”
1379,[],['Jurisdiction'],Jurisdiction
1380,[],[],“Intellectual property rights”
1381,[],[],“Other”
1382,[],[],“Other”
1383,[],[],“Other”
1384,[],[],“Data removal
1385,[],[],“Other”
1386,[],[],“Other”
1387,['Unilateral termination'],['Limitation of liability'],“Limitation of liability”
1388,"['Content removal', 'Unilateral termination']",['Arbitration'],Arbitration
1389,[],['Arbitration'],Arbitration
1390,[],[],“Other”
1391,['Unilateral termination'],['Arbitration'],Arbitration
1392,['Unilateral termination'],[],“Other”
1393,[],[],“Other”
1394,[],[],“Other”
1395,[],[],“Other”
1396,['Unilateral change'],[],“Other”
1397,[],[],“Payment by using”
1398,[],[],“Other”
1399,[],[],“Late fees”
1400,[],['Arbitration'],Arbitration
1401,[],[],“Other”
1402,[],[],“Other”
1403,[],[],“you are responsible for ensuring that the items you list are accurate and comply with all applicable laws and regulations.”
1404,[],[],“Other”
1405,[],[],“Other”
1406,[],[],Other
1407,[],[],“Other”
1408,[],['Content removal'],“Content removal”
1409,['Unilateral change'],[],“Other”
1410,[],[],“Other”
1411,[],[],“Other”
1412,[],[],“Other”
1413,[],[],Other
1414,[],[],“Other”
1415,[],[],Other
1416,[],[],“Other”
1417,[],[],“Other”
1418,[],[],“Other”
1419,[],[],Other
1420,[],[],“Other”
1421,[],[],Other
1422,[],[],“Other”
1423,[],[],"“we are not responsible for any damage to your property, or any loss of data.”"
1424,[],[],“Other”
1425,[],['Contract by using'],“Contract by using
1426,[],[],“Other”
1427,[],[],Other
1428,[],['Jurisdiction'],Jurisdiction
1429,[],[],“Other”
1430,[],[],“Other”
1431,[],[],“Other”
1432,[],[],“Other”
1433,[],[],“Other”
1434,[],[],“Other”
1435,[],[],“Other”
1436,[],[],“Other”
1437,[],[],“Other”
1438,[],[],“Other”
1439,[],[],“Other”
1440,[],[],“Other”
1441,[],[],“Other”
1442,[],[],“Other”
1443,[],[],“Other”
1444,[],[],Other
1445,[],[],“Other”
1446,[],[],Other
1447,[],[],Other
1448,[],[],“Other”
1449,"['Unilateral change', 'Unilateral termination']",[],“Other”
1450,[],[],“Other”
1451,[],[],“Other”
1452,[],[],“Other”
1453,[],[],“Other”
1454,[],[],“Other”
1455,[],[],“Trademark
1456,[],[],Other
1457,[],[],Other
1458,[],[],“Other”
1459,[],[],“Other”
1460,[],[],“Other”
1461,[],[],“Other”
1462,[],[],Other
1463,[],[],“Other”
1464,[],[],Other
1465,[],[],“Other”
1466,[],['Arbitration'],"Arbitration
"
1467,[],['Arbitration'],Arbitration
1468,[],[],“Other”
1469,[],[],“Other”
1470,[],[],“Other”
1471,[],[],“Other”
1472,[],[],Other
1473,[],['Jurisdiction'],Jurisdiction
1474,[],['Jurisdiction'],Jurisdiction
1475,[],[],“Other”
1476,[],['Content removal'],“Content removal”
1477,[],[],“Other”
1478,[],['Limitation of liability'],“Limitation of liability”
1479,[],[],“Other”
1480,[],[],“Other”
1481,[],[],“Other”
1482,[],[],“Other”
1483,[],[],“Other”
1484,[],[],“Other”
1485,[],[],“Other”
1486,[],[],“Other”
1487,[],[],“Other”
1488,[],[],“Other”
1489,[],[],“Return policy”
1490,[],[],"“You are required to return the product to us, and in return, we will provide a shipping label that you must use.”"
1491,[],['Arbitration'],Arbitration
1492,[],[],Other
1493,[],[],“Other”
1494,[],[],“Other”
1495,[],[],“Other”
1496,[],[],“Other”
1497,[],[],“Other”
1498,[],['Arbitration'],Arbitration
1499,[],['Limitation of liability'],“Limitation of liability”
1500,[],['Arbitration'],Arbitration
1501,[],[],“Other”
1502,[],[],“Other”
1503,[],[],“Other”
1504,[],[],Other
1505,[],[],“Other”
1506,[],['Arbitration'],Arbitration
1507,[],[],“Other”
1508,['Unilateral termination'],['Arbitration'],Arbitration
1509,[],[],“Disclaimers
1510,[],[],“Other”
1511,[],[],“Other”
1512,[],[],“Other”
1513,[],[],“Other”
1514,[],[],“Other”
1515,['Limitation of liability'],['Arbitration'],Arbitration
1516,[],[],“Other”
1517,['Limitation of liability'],['Limitation of liability'],“Limitation of liability
1518,[],['Arbitration'],Arbitration
1519,[],[],“Other”
1520,[],['Limitation of liability'],“Limitation of liability”
1521,[],[],Other
1522,[],[],“Other”
1523,[],[],“Other
1524,['Choice of law'],['Contract by using'],“Contract by using
1525,['Arbitration'],['Arbitration'],Arbitration
1526,[],[],“Other”
1527,[],['Arbitration'],“Arbitration”
1528,[],[],“Other”
1529,[],[],“Other”
1530,[],['Arbitration'],Arbitration
1531,[],['Arbitration'],Arbitration
1532,[],[],“Other”
1533,[],['Arbitration'],Arbitration
1534,[],['Arbitration'],Arbitration
1535,[],['Arbitration'],“Arbitration”
1536,[],['Arbitration'],“Arbitration”
1537,[],[],“Other”
1538,[],[],“Other”
1539,[],['Arbitration'],Arbitration
1540,[],['Arbitration'],Arbitration
1541,[],[],“Other”
1542,[],['Arbitration'],“Arbitration”
1543,[],['Arbitration'],“Arbitration”
1544,[],[],Other
1545,[],['Jurisdiction'],Jurisdiction
1546,[],[],Other
1547,[],[],“Other”
1548,[],['Arbitration'],Arbitration
1549,[],['Arbitration'],Arbitration
1550,[],['Arbitration'],Arbitration
1551,[],[],Other
1552,[],['Arbitration'],Arbitration
1553,[],[],“Other”
1554,[],['Arbitration'],Arbitration
1555,[],['Arbitration'],“Arbitration”
1556,[],[],“Other”
1557,[],[],“Other”
1558,[],['Arbitration'],“Arbitration”
1559,[],['Arbitration'],“Arbitration”
1560,[],['Arbitration'],“Arbitration”
1561,[],[],“Other”
1562,[],['Arbitration'],Arbitration
1563,[],['Arbitration'],Arbitration
1564,[],['Arbitration'],Arbitration
1565,[],[],“Other”
1566,[],[],“Opt-out notice”
1567,[],[],Other
1568,[],[],“Other”
1569,[],[],“Other”
1570,[],[],Other
1571,[],['Arbitration'],“Arbitration”
1572,[],[],“Other”
1573,[],[],“Other”
1574,[],['Arbitration'],“Arbitration”
1575,[],['Arbitration'],Arbitration
1576,[],[],“Other”
1577,[],[],“Other”
1578,[],['Unilateral termination'],“Unilateral termination”
1579,[],[],Other
1580,['Jurisdiction'],['Jurisdiction'],“Jurisdiction
1581,['Jurisdiction'],['Jurisdiction'],Jurisdiction
1582,[],[],“Other”
1583,[],[],“Other”
1584,[],[],“Other”
1585,[],[],“Other”
1586,[],[],“Other”
1587,['Unilateral change'],[],“Other”
1588,['Unilateral change'],[],“Other”
1589,[],[],“Other”
1590,[],[],“Other”
1591,['Contract by using'],[],“Other”
1592,[],[],“Other”
1593,[],[],“Other”
1594,['Unilateral change'],[],“Other”
1595,[],[],“Other”
1596,[],[],“Other”
1597,[],[],Other
1598,[],[],“Other”
1599,[],['Contract by using'],“Contract by using”
1600,[],[],“Other”
1601,[],['Choice of law'],“Choice of law”
1602,[],['Arbitration'],Arbitration
1603,[],['Arbitration'],Arbitration
1604,[],[],Other
1605,[],['Arbitration'],Arbitration
1606,['Jurisdiction'],[],“Other”
